curso_id,curso_nome,modalidade,codigo_api,url_pagina,fonte_dados,total_disciplinas,total_paginas,disciplinas_lista,texto_intro_secao,ok
ciencias-contabeis,Ciências Contábeis,EAD,CCONT_EAD,https://sumare.edu.br/graduacao/ead/ciencias-contabeis,api,39,8,"Administração Contemporânea | Atividade Extensionista - Gestão Empresarial | Comunicação e Marketing | Contabilidade | Tecnologia e Sociedade | Estatística Aplicada | Atividade Extensionista - Recursos Financeiros e Humanos | Matemática Financeira | Legislação Trabalhista | Sustentabilidade e Responsabilidade Social | Análise das Demonstrações Financeiras | Atividade Extensionista - Gestão por Competência e Análise de Dados | Economia | Administração de Pessoal e Cálculos Trabalhistas | Filosofia | Contabilidade Empresarial | Atividade Extensionista - Contabilidade Empresarial | Finanças Corporativas e Riscos Financeiros | Teoria da Contabilidade | Comportamento nas Organizações | Contabilidade de Custos | Planejamento Fiscal e Tributário | Planejamento Orçamentário | Lógica e Interpretação de Dados | Contabilidade Tributária | Contabilidade Pública e Orçamento | Gestão de Custos e Preços | Governança Corporativa | Contabilidade Internacional | Contabilidade Societária | Controladoria | Direito Empresarial | Auditoria | ATC | Estágio Obrigatório | PPI | Avaliação de Empresas | Perícia, Avaliação e Arbitragem | Aplicação e Análise de Casos","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ciencias-contabeis,Ciências Contábeis,Presencial,},https://sumare.edu.br/graduacao/presencial/ciencias-contabeis,html,0,0,,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",nao
ciencias-economicas,Ciências Econômicas,EAD,ECON_EAD,https://sumare.edu.br/graduacao/ead/economia,api,39,8,Administração Contemporânea | Atividade Extensionista - Gestão Empresarial | Economia e Mercado | Contabilidade | Tecnologia e Sociedade | Estatística Aplicada | Atividade Extensionista - Estatística e História Econômica | Matemática Financeira | História Econômica Geral | Sustentabilidade e Responsabilidade Social | Gestão de Pessoas | Atividade Extensionista - Microeconomia e Gestão de Pessoas | Microeconomia | Filosofia | Economia Brasileira | Macroeconomia | Atividade Extensionista - Microeconomia e Finanças | Finanças Corporativas e Riscos Financeiros | Contabilidade Social | Comportamento nas Organizações | Economia Monetária | Estatística Econômica | Microeconomia Empresarial | Lógica e Interpretação de Dados | Econometria | Economia Internacional | Gestão de Custos e Preços | Governança Corporativa | Formação Econômica no Brasil | Economia Política | Finanças Internacionais | Direito Empresarial | Macroeconomia Financeira | Trabalho de Conclusão de Curso | ATC | Estágio Obrigatório | Desenvolvimento socioeconômico | Economia do Setor Público | Aplicação e Análise de Casos,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
direito,Direito,Presencial,DIREITO,https://sumare.edu.br/graduacao/presencial/direito,api,64,10,"Comunicação e Expressão | Metodologia Científica e da Pesquisa | História do Direito - EAD | Introdução ao Estudo do Direito | Introdução à Educação a Distancia - EAD | Ciência Política e Teoria Geral do Estado | Atividade Extensionista - Estudo Básico de Direito | Direito Civil - Parte Geral | Direito Penal I - Parte Geral | Fundamentos Antropológicos e Sociológicos do Direito - EAD | Filosofia Geral e Jurídica | Direito Constitucional I | Psicologia Jurídica - EAD | Atividade Extensionista - Introdução ao Direito Civil, Penal e Constitucional | Direito Penal II (Parte Especial I) | Economia Política - EAD | Direito Civil - Das Obrigações | Direito Constitucional II | Responsabilidade Civil - EAD | Teoria Geral do Processo | Atividade Extensionista - Pilares do Direito Civil, Penal e Constitucional | Direito Penal III (Parte Especial II) | Direito Civil - Dos Contratos | Formas Consesuais de Solução de Conflitos - EAD | Direito Administrativo - EAD | Direito Processual Civil - Conhecimento | Hermenêutica e Argumentação Jurídica | Atividade Extensionista - Hermenêutica, Argumentação Jurídica e Direito Administrativo | Direito Processual Penal I | Direito Processual Civil - Procedimentos Especiais | Direito da Criança e do Adolecente - EAD | Direito do Consumidor | Direito Civil - Das Coisas | Optativa I - EAD | Atividade Extensionista - Direito do Consumidor e Bases do Direito Processual Penal e Civil | Direito Civil - Das Famílias e Das Sucessões | Direito do Trabalho Individual - EAD | Direito Empresarial - EAD | Direito Processual Civil - Execução | Direito Processual Penal II | Prática Jurídica Simulada I - Direito Civil | Atividade Extensionista - Direito do Trabalho, Processual Penal e Civil | Direito Eleitoral - EAD | Direito do Trabalho Coletivo - EAD | Direito Processual Civil - Processos nos Tribunais | Direito Tributário | Prática Jurídica Simulada II - Direito Civil | Atividade Extensionista - Direito Tributário e Eleitoral | Processo do Trabalho | Direito Digital - EAD | Optativa II - EAD | Direito Previdenciário | Prática Jurídica Simulada III - Direito Penal | Atividade Extensionista - Direito Previdenciario e Digital | Deontologia Jurídica - Ética Profissional - EAD | Direito Processual Constitucional | Legislação Penal Extravagante e Execução Penal | Prática Jurídica Simulada IV - Direito Trabalhista | Direito Internacional Público e Privado | Direitos Humanos - EAD | Direito Financeiro e Econômico | Direito Ambiental e Agrário | Trabalho de Conclusão de Curso | ATC","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
educacao-fisica-bacharelado,Educação Física - Bacharelado,EAD,ED_F_EAD,https://sumare.edu.br/graduacao/ead/educacao-fisica-bacharelado,html,42,8,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Educação Física - Bacharelado | Abordagens Metodológicas do Ensino de Educação Física | Desenvolvimento e Aprendizagem motora | Educação Física: História, Cenários e Campo de Atuação | Estudo do Movimento: Anatomia Geral e Sistêmica | Atividade Extensionista - Abordagens Iniciais | Biblioteca Virtual | Primeiros Socorros | Dimensões Biológicas da Atividade Motora | Estudo do Movimento: Anatomia Neuromúsculoesquelético | Estudo do Movimento Fisiologia Humana | Atividade Extensionista - Anatomia e Fisiologia | Estudo do Movimento: Cinesiologia | Bioquímica | Estudo do Movimento: Fisiologia do Exercício | Atividade Extensionista - Cinesiologia | Manifestação da Ginástica | Voleibol | Atividade Extensionista - Esportes Coletivos | Basquetebol | Futebol e Futsal | Handebol | Medidas e Avaliação na Educação Física | Práticas de Condicionamento Físico | Musculação | Atividades Aquáticas | Estágio Supervisionado - Educação Física Bacharelado | Ritmo e expressão corporal | Treinamento Desportivo | Esportes de Combate | Ginástica Laboral e Postural | Gestão, Legislação e Políticas Públicas de Esporte e Lazer | Esportes Adaptados e Inclusão Social | Meio Ambiente, Direitos Humanos, Diversidade e Ética na Educação Física | Treinamento para Terceira Idade | Trabalho de Conclusão de Curso | Empreendedorismo e Inovação | Biomecânica dos Esportes e Nutrição Esportiva | Exercício Físicos e Jogos para Crianças e Jovens | Psicologia do Esporte","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
educacao-fisica-bacharelado,Educação Física - Bacharelado,Semipresencial,ED_F_SEMI,https://sumare.edu.br/graduacao/semi/educacao-fisica-bacharelado,html,44,8,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Educação Física - Bacharelado Semipresencial | Abordagens Metodológicas do Ensino de Educação Física | Desenvolvimento e Aprendizagem Motora | Educação Física: História, Cenários e Campo de Atuação | Estudo do Movimento: Anatomia Geral e Sistêmica - Sistemas Anatômicos | Atividade Extensionista - Abordagens Iniciais | Biblioteca Virtual | Dimensões Biológicas da Atividade Motora | Estudo do Movimento: Fisiologia Humana | Estudo do Movimento: Anatomia Neuro Músculo Esquelético | Primeiros Socorros | Atividade Extensionista - Anatomia e Fisiologia | Bioquímica Básica | Estudo do Movimento: Cinesiologia | Estudo do Movimento: Fisiologia do Exercício | Manifestação da Ginástica | Atividade Extensionista - Cinesiologia | Basquetebol | Futebol e Futsal | Handebol | Voleibol | Atividade Extensionista - Esportes Coletivos | Atividades Aquáticas | Medidas e Avaliação na Educação Física | Musculação | Práticas de Condicionamento Físico | Atividade Extensionista - Musculação e Condicionamento Físico | Estágio Supervisionado - Educação Física Bacharelado | Esportes de Combate | Ginástica Laboral e Postural | Ritmo e Expressão Corporal | Treinamento Desportivo | Atividade Extensionista - Ginástica e Esportes de Combate | Esportes Adaptados e Inclusão Social | Treinamento para Terceira Idade | Gestão, Legislação e Políticas Públicas de Esporte e Lazer | Meio Ambiente, Direitos Humanos, Diversidade e Ética na Educação Física | Biomecânica dos Esportes e Nutrição Esportiva | Empreendedorismo e Inovação | Psicologia do Esporte | Exercício Físicos e Jogos para Crianças e Jovens | Trabalho de Conclusão de Curso","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
educacao-fisica-licenciatura,Educação Física - Licenciatura,EAD,EDFL_EAD,https://sumare.edu.br/graduacao/ead/educacao-fisica-licenciatura,html,41,8,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Educação Física - Licenciatura | Abordagens Metodológicas do Ensino de Educação Física | Desenvolvimento e Aprendizagem motora | Educação Física: História, Cenários e Campo de Atuação | Estudo do Movimento: Anatomia Geral e Sistêmica | Atividade Extensionista - Abordagens Iniciais | Biblioteca Virtual | Primeiros Socorros | Dimensões Biológicas da Atividade Motora | Estudo do Movimento: Anatomia Neuromúsculoesquelético | Estudo do Movimento Fisiologia Humana | Atividade Extensionista - Anatomia e Fisiologia | Estudo do Movimento: Cinesiologia | Bioquímica | Estudo do Movimento: Fisiologia do Exercício | Atividade Extensionista - Cinesiologia | Manifestação da Ginástica | Voleibol | Atividade Extensionista - Esportes Coletivos | Basquetebol | Futebol e Futsal | Handebol | Psicologia do Desenvolvimento | Ritmo e Expressão Corporal | Natação | Introdução aos Proc. Educacionais e Pedagogia do Esporte | Educação Física na Educação Infantil: Prática Docente | Educação Física nos Primeiros Anos Ensino Fundamental: Prática Docente | Educação Física na Educação de Jovens e Adultos: Prática Docente | Educação Física para Ensino Médio | Avaliação da Aprendizagem | Educação Física Inclusiva e Esportes Adaptados | Didática e Planejamento na Educação Física | Meio Ambiente, Diversidade, Ética e Temas Transversais na Educação Física Escolar | Trabalho de Conclusão de Curso | Língua Brasileira de Sinais - LIBRAS | Gestão educacional | Políticas Públicas e Organização na Educação Básica | Sociedade, Cultura e Cidadania","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
educacao-fisica-licenciatura,Educação Física - Licenciatura,Semipresencial,EDFL_SEMI,https://sumare.edu.br/graduacao/semi/educacao-fisica-licenciatura,html,48,8,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Educação Física - Licenciatura Semipresencial | Abordagens Metodológicas do Ensino de Educação Física | Desenvolvimento e Aprendizagem Motora | Educação Física: História, Cenários e Campo de Atuação | Estudo do Movimento: Anatomia Geral e Sistêmica - Sistemas Anatômicos | História da Educação | Atividade Extensionista - Abordagens Iniciais | Biblioteca Virtual | PAAS - Língua Portuguesa | PAAS - Matemática | PAAS - Informática Básica | Dimensões Biológicas da Atividade Motora | Estudo do Movimento: Fisiologia Humana | Estudo do Movimento: Anatomia Neuro Músculo Esquelético | Primeiros Socorros | Didática | Atividade Extensionista - Anatomia e Fisiologia | Bioquímica Básica | Estudo do Movimento: Cinesiologia | Estudo do Movimento: Fisiologia do Exercício | Manifestação da Ginástica | Psicologia da Educação e do Desenvolvimento | Atividade Extensionista - Cinesiologia | Basquetebol | Futebol e Futsal | Handebol | Voleibol | Educação de Jovens e Adultos - EJA | Atividade Extensionista - Esportes Coletivos | Estágio Supervisionado - Educação Física Licenciatura | Natação | Ritmo e Expressão Corporal | Introdução aos Proc. Educacionais e Pedagogia do Esporte | Meio Ambiente, Diversidade, Ética e Temas Transversais na Educação Física Escolar | Avaliação da Aprendizagem | Produção Discursiva: Oralidade e Escrita no Ensino Superior | Educação Física na Educação Infantil: Prática Docente | Educação Física nos Primeiros Anos Ensino Fundamental: Prática Docente | Educação Física para Ensino Médio | Organização da Educação Básica e o Currículo | Educação Inclusiva, Ética e Direitos Humanos | Língua Brasileira de Sinais - LIBRAS | Educação Física Inclusiva e Esportes Adaptados | Fundamentos da Interdisciplinaridade | Sociedade, Cultura e Cidadania | Trabalho de Conclusão de Curso","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-civil,Engenharia Civil,EAD,ENGC_EAD,https://sumare.edu.br/graduacao/ead/engenharia-civil,html,51,10,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia Civil | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Física de Ondas e Calorimetria | Geometria Analítica e Álgebra Linear | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Física Eletromagnética | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Atividade Extensionista - Aplicações de Cálculo | Empreendedorismo | Fenômenos de Transportes | Desenho Técnico | Ciências dos Materiais | Sociologia Industrial | Resistência dos Materiais | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Teoria das Estruturas | Mecânica dos Fluidos | Materiais de Construção Civil | Construção Civil | Topografia | Geotecnica I: Introdução | Geotecnia II: Aplicação | Concreto Armado | Gestão de Obras | Hidráulica | Saneamento: pluviais e sanitário | Sistemas prediais elétricos | Fundações | Instalações hidrossanitárias, de gás e combate a incêndios | Planejamento e mobilidade urbanos | Análise Econômica de Investimentos | Estruturas Metálicas e de Madeira | Pontes e grandes estruturas | Projeto e construção de estradas e ferrovias | Trabalho de Conclusão de Curso : Projetos | Gestão Ambiental | Gestão de Projetos | Industria 4.0 | Segurança do Trabalho e Saúde Ocupacional | Trabalho de Conclusão de Curso : Aplicação","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-civil,Engenharia Civil,Semipresencial,ENGC_SEMI,https://sumare.edu.br/graduacao/semi/engenharia-civil,html,56,10,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia Civil Semipresencial | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Geometria Analítica e Álgebra Linear | Física de Ondas e Calorimetria | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Física Eletromagnética | Empreendedorismo | Atividade Extensionista - Aplicações de Cálculo | Desenho Técnico | Resistência dos Materiais | Fenômenos de Transportes | Ciências dos Materiais | Sociologia Industrial | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Mecânica dos Fluidos | Teoria das Estruturas | Materiais de Construção Civil | Construção Civil | Atividade Extensionista - Construção Civil | Geotecnica I: Introdução | Geotecnia II: Aplicação | Topografia | Concreto Armado I | Gestão de Obras | Atividade Extensionista - Geotecnica | Pontes e Grandes Estruturas | Estruturas Metálicas e de Madeira | Projeto e Construção de Estradas e Ferrovias | Concreto Armado II | Análise Econômica de Investimentos | Atividade Extensionista - Grandes Estruturas | Fundações | Hidráulica | Saneamento: Pluviais e Sanitário | Instalações Hidrossanitárias, de Gás e Combate a Incêndios | Sistemas Prediais Elétricos | Atividade Extensionista - Hidráulica | Trabalho de Conclusão de Curso : Projetos | Gestão de Projetos | Gestão Ambiental | Atividade Extensionista - Gestão de Projetos | Trabalho de Conclusão de Curso : Aplicação | Segurança do Trabalho e Saúde Ocupacional | Industria 4.0","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-de-producao,Engenharia de Produção,EAD,ENGP_EAD,https://sumare.edu.br/graduacao/ead/engenharia-de-producao,html,50,10,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia de Produção | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Física de Ondas e Calorimetria | Geometria Analítica e Álgebra Linear | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Física Eletromagnética | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Atividade Extensionista - Aplicações de Cálculo | Empreendedorismo | Fenômenos de Transportes | Desenho Técnico | Ciências dos Materiais | Sociologia Industrial | Resistência dos Materiais | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Engenharia de Produto | Sistemas de Produção | Controle Estatístico de Processos | Engenharia de qualidade, normalização e certificação | Pesquisa Operacional | Engenharia de Métodos | Gestão dos custos industriais | Processos de fabricação | Gestão da tecnologia e sistemas de informação gerenciais | Comportamento Humano nas Organizações | Metrologia | Engenharia de manutenção e confiabilidade | Planejamento e Controle da Produção | Gestão de Pessoas | Análise Econômica de Investimentos | Automação industrial e sistemas de manufatura | Projeto de fábrica e layout | Logística e suprimentos | Trabalho de Conclusão de Curso : Projetos | Gestão Ambiental | Gestão de Projetos | Industria 4.0 | Segurança do Trabalho e Saúde Ocupacional | Trabalho de Conclusão de Curso : Aplicação","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-de-producao,Engenharia de Produção,Semipresencial,ENGP_SEMI,https://sumare.edu.br/graduacao/semi/engenharia-de-producao,html,56,10,"Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia de Produção Semipresencial | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Geometria Analítica e Álgebra Linear | Física de Ondas e Calorimetria | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Física Eletromagnética | Empreendedorismo | Atividade Extensionista - Aplicações de Cálculo | Desenho Técnico | Resistência dos Materiais | Fenômenos de Transportes | Ciências dos Materiais | Sociologia Industrial | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Sistemas de Produção | Engenharia de Produto | Controle Estatístico de Processos | Engenharia de Qualidade, Normalização e Certificação | Atividade Extensionista - Engenharia de Qualidade | Pesquisa Operacional | Engenharia de Métodos | Gestão dos Custos Industriais | Processos de Fabricação | Gestão da Tecnologia e Sistemas de Informação Gerenciais | Atividade Extensionista - Gestão de Custos Industriais | Metrologia | Engenharia de Manutenção e Confiabilidade | Planejamento e Controle da Produção | Comportamento Humano nas Organizações | Sistemas de Controle | Atividade Extensionista - Planejamento e Controle de Produção | Análise Econômica de Investimentos | Automação Industrial e Sistemas de Manufatura | Projeto de Fábrica e Layout | Logística e Suprimentos | Gestão de Pessoas | Atividade Extensionista - Logistica e Suprimentos | Trabalho de Conclusão de Curso : Projetos | Gestão de Projetos | Gestão Ambiental | Atividade Extensionista - Gestão de Projetos | Trabalho de Conclusão de Curso : Aplicação | Segurança do Trabalho e Saúde Ocupacional | Industria 4.0","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-eletrica,Engenharia Elétrica,EAD,ENGE_EAD,https://sumare.edu.br/graduacao/ead/engenharia-eletrica,html,51,10,Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia Elétrica | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Física de Ondas e Calorimetria | Geometria Analítica e Álgebra Linear | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Física Eletromagnética | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Atividade Extensionista - Aplicações de Cálculo | Empreendedorismo | Fenômenos de Transportes | Desenho Técnico | Ciências dos Materiais | Sociologia Industrial | Resistência dos Materiais | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Eletrotécnica | Circuitos Elétricos | Materiais Elétricos | Sistemas digitais | Eletromagnetismo | Eletrônica | Instalações elétricas | Conversação eletromecânica de energia | Energia elétrica: Geração e gestão | Análise de circuitos elétricos de corrente alternada | Análise de sinais e sistemas lineares | Princípios de comunicação de dados | Eletrônica de potência | Sistemas de controle | Sistemas Elétricos de Potência | Análise Econômica de Investimentos | Máquinas elétricas e acionamentos | Instrumentação e automação industrial | Proteção de sistemas elétricos | Trabalho de Conclusão de Curso : Projetos | Gestão Ambiental | Gestão de Projetos | Industria 4.0 | Segurança do Trabalho e Saúde Ocupacional | Trabalho de Conclusão de Curso : Aplicação,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-eletrica,Engenharia Elétrica,Semipresencial,ENGE_SEMI,https://sumare.edu.br/graduacao/semi/engenharia-eletrica,html,56,10,Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia Elétrica Semipresencial | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Geometria Analítica e Álgebra Linear | Física de Ondas e Calorimetria | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Física Eletromagnética | Empreendedorismo | Atividade Extensionista - Aplicações de Cálculo | Desenho Técnico | Resistência dos Materiais | Fenômenos de Transportes | Ciências dos Materiais | Sociologia Industrial | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Eletrotécnica | Materiais Elétricos | Sistemas Digitais | Circuitos Elétricos | Atividade Extensionista - Circuitos Elétricos | Eletromagnetismo | Eletrônica | Instalações Elétricas | Conversação Eletromecânica de Energia | Energia Elétrica: Geração e Gestão | Atividade Extensionista - Instalações Elétricas | Análise de Circuitos Elétricos de Corrente Alternada | Análise de Sinais e Sistemas Lineares | Princípios de Comunicação de Dados | Eletrônica de Potência | Sistemas de Controle | Atividade Extensionista - Eletrônica de Potência | Análise Econômica de Investimentos | Sistemas Elétricos de Potência | Máquinas Elétricas e Acionamentos | Instrumentação e Automação Industrial | Proteção de Sistemas Elétricos | Atividade Extensionista - Maquinas Eletricas e Acionamentos | Trabalho de Conclusão de Curso : Projetos | Gestão de Projetos | Gestão Ambiental | Atividade Extensionista - Gestão de Projetos | Trabalho de Conclusão de Curso : Aplicação | Segurança do Trabalho e Saúde Ocupacional | Industria 4.0,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
engenharia-mecanica,Engenharia Mecânica,EAD,ENGM_EAD,https://sumare.edu.br/graduacao/ead/engenharia-mecanica,html,49,10,Bem-Vindo ao AVA Sumaré | Conheça seu Tutor | Conheça seu curso - Engenharia Mecânica | Raciocínio Lógico Matemático | Física Cinemática | Algoritmos e Noções de Programação | Leitura e Interpretação de Textos | Atividade Extensionista - Lógica na Engenharia | Biblioteca Virtual | Física de Ondas e Calorimetria | Geometria Analítica e Álgebra Linear | Química Geral | Estudos Culturais e Antropológicos | Atividade Extensionista - Aplicações da Engenharia | Física Eletromagnética | Cálculo Diferencial e Integral | Cálculo Numérico e Estatístico | Atividade Extensionista - Aplicações de Cálculo | Empreendedorismo | Fenômenos de Transportes | Desenho Técnico | Ciências dos Materiais | Sociologia Industrial | Resistência dos Materiais | Atividade Extensionista - Resistência dos Materiais | Estágio Supervisionado - Arquitetura e Engenharia | Teoria das Estruturas | Termodinâmica | Metrologia | Mecânica dos Fluidos | Elementos de Máquinas | Projeto Mecânico Auxiliado por Computador (CAD) | Processos de Usinagem dos Materiais | Maquinas térmicas | Manutenção industrial | Sistemas hidráulicos e pneumáticos | Engenharia de Produto | Fundição e Soldagem | Sistemas de Ventilação e Ar Condicionado | Instrumentação | Vibrações Mecânicas | Máquinas Operatrizes e de Fluxo | Análise Econômica de Investimentos | Trabalho de Conclusão de Curso : Projetos | Gestão Ambiental | Gestão de Projetos | Industria 4.0 | Segurança do Trabalho e Saúde Ocupacional | Trabalho de Conclusão de Curso : Aplicação,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
