curso_id,curso_nome,modalidade,codigo_api,url_pagina,fonte_dados,pagina_carrossel,ordem_na_pagina,ordem_global,disciplina,texto_intro_secao
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,1,1,1,Administração Contemporânea,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!"
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,1,2,2,Atividade Extensionista - Gestão Empresarial,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,1,3,3,Comunicação e Marketing,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,1,4,4,Contabilidade,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,1,5,5,Tecnologia e Sociedade,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,2,1,6,Estatística Aplicada,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,2,2,7,Atividade Extensionista - Recursos Financeiros e Humanos,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,2,3,8,Matemática Financeira,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,2,4,9,Legislação Trabalhista,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,2,5,10,Sustentabilidade e Responsabilidade Social,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,3,1,11,Análise das Demonstrações Financeiras,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,3,2,12,Atividade Extensionista - Gestão por Competência e Análise de Dados,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,3,3,13,Economia,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,3,4,14,Administração de Pessoal e Cálculos Trabalhistas,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,3,5,15,Filosofia,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,4,1,16,Logística,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,4,2,17,Atividade Extensionista - Gestão Operacional,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,4,3,18,Finanças Corporativas e Riscos Financeiros,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,4,4,19,Teorias Organizacionais,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,4,5,20,Comportamento nas Organizações,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,5,1,21,Marketing de Serviços,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,5,2,22,Recursos Humanos,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,5,3,23,Planejamento Orçamentário,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,5,4,24,Lógica e Interpretação de Dados,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,6,1,25,Administração da Produção,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,6,2,26,Direito Público e Privado,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,6,3,27,Gestão de Custos e Preços,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,6,4,28,Governança Corporativa,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,7,1,29,Gestão de Pessoas,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,7,2,30,Inovação e Empreendedorismo,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,7,3,31,Controladoria,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,7,4,32,Direito Empresarial,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,1,33,Gestão Ambiental nas Empresas,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,2,34,ATC,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,3,35,Estágio Obrigatório,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,4,36,PPI,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,5,37,Plano de Negócios,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,6,38,Tópicos de Gestão,
administracao,Administração,EAD,ADM_EAD,https://sumare.edu.br/graduacao/ead/administracao,api,8,7,39,Aplicação e Análise de Casos,
administracao,Administração,Presencial,},https://sumare.edu.br/graduacao/presencial/administracao,html,,,,,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!"
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,1,1,1,Arquitetura de Computadores,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!"
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,1,2,2,Atividade Extensionista - Tópicos da Computação,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,1,3,3,Redes de Computadores e Telecomunicação,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,1,4,4,Sistemas Operacionais,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,1,5,5,Desenvolvimento para WEB,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,1,6,6,Tecnologia e Sociedade,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,2,1,7,Algoritmos,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,2,2,8,Atividade Extensionista - Programação WEB,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,2,3,9,Banco de Dados,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,2,4,10,Paradigmas e Linguagem de Programação,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,2,5,11,Programação em Banco de Dados,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,2,6,12,Sustentabilidade e Responsabilidade social,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,3,1,13,Gestão de Projetos,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,3,2,14,Atividade Extensionista - Administração de Sistemas,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,3,3,15,Engenharia de Software,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,3,4,16,Qualidade de Software,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,3,5,17,Segurança da Informação,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,3,6,18,Empreendedorismo,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,4,1,19,Laboratório de Programação,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,4,2,20,Atividade Extensionista - Técnicas de Programação,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,4,3,21,Programação Paralela e Concorrente,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,4,4,22,Estrutura de Dados,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,4,5,23,Programação Orientada a Objetos,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,4,6,24,Comportamento nas Organizações,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,1,25,Interface Humano-Computador,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,2,26,Atividade Extensionista - Projeto de Sistemas,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,3,27,ATC,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,4,28,Estágio Obrigatório,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,5,29,PPI,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,6,30,Probabilidade e Estatística,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,7,31,Análise de Projeto de Sistemas,
analise-e-desenvolvimento-de-sistemas,Análise e Desenvolvimento de Sistemas,EAD,ADS_EAD,https://sumare.edu.br/graduacao/ead/analise-e-desenvolvimento-de-sistemas,api,5,8,32,Mineração de Dados,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,1,1,Bem-Vindo ao AVA Sumaré,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!"
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,2,2,Conheça seu Tutor,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,3,3,Conheça seu curso - Arquitetura e Urbanismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,4,4,Artesanato e Cultura Brasileira,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,5,5,Teoria e História da Arquitetura I,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,6,6,Teoria e História da Arquitetura II,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,7,7,Projeto Arquitetônico,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,8,8,Atividade Extensionista - Teoria e História da Arquitetura,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,1,9,9,Biblioteca Virtual,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,2,1,10,Teoria do Urbanismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,2,2,11,Estudos da Cidade,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,2,3,12,Topografia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,2,4,13,Ética e Sociologia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,2,5,14,Atividade Extensionista - Topografia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,3,1,15,Teoria e História do Paisagismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,3,2,16,Desenho Artístico e Arquitetônico,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,3,3,17,Diversidade Étnico-Cultural,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,3,4,18,Paisagismo e Composição Paisagística,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,3,5,19,Atividade Extensionista - Paisagismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,4,1,20,História das Artes e Estética,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,4,2,21,Expressão Gráfica e Geometria Descritiva,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,4,3,22,Representação Gráfica,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,4,4,23,Informática Aplicada a Arquitetura,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,4,5,24,Atividade Extensionista - História das Artes e Estética,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,5,1,25,Estágio Supervisionado - Arquitetura e Engenharia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,5,2,26,Resistência dos Materiais,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,5,3,27,Materiais de Construção Civil,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,5,4,28,Fundações,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,5,5,29,Construção Civil,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,6,1,30,Saneamento: pluviais e sanitário,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,6,2,31,Sistemas prediais elétricos,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,6,3,32,"Estruturas Metálicas, de Madeira e Pré-Fabricadas",
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,6,4,33,Concreto Armado,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,6,5,34,Custos e planejamentos,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,7,1,35,Gestão Ambiental e Meio Ambiente,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,7,2,36,Conforto Ambiental: Luminotécnica e Ergonomia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,7,3,37,Conforto Ambiental: Térmico e Climático,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,7,4,38,Conforto Ambiental: Acústico,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,8,1,39,Planejamento e mobilidade urbanos,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,8,2,40,Projeto de Interiores,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,8,3,41,Teoria do Restauro e do Patrimônio,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,8,4,42,Arquitetura Sustentável,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,8,5,43,Legislação Urbana,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,9,1,44,Trabalho de Conclusão de Curso : Projetos,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,9,2,45,Segurança do Trabalho e Saúde Ocupacional,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,9,3,46,Gestão de Resíduos,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,10,1,47,Gestão de Projetos,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,10,2,48,Trabalho de Conclusão de Curso : Aplicação,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,EAD,ARUB_EAD,https://sumare.edu.br/graduacao/ead/arquitetura-e-urbanismo,html,10,3,49,Empreendedorismo e Inovação,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,1,1,Bem-Vindo ao AVA Sumaré,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!"
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,2,2,Conheça seu Tutor,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,3,3,Conheça seu curso - Arquitetura e Urbanismo Semipresencial,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,4,4,Teoria e História da Arquitetura I,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,5,5,Teoria e História da Arquitetura II,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,6,6,Representação Gráfica,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,7,7,Ética e Sociologia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,8,8,Atividade Extensionista - Teoria e História da Arquitetura,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,1,9,9,Biblioteca Virtual,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,2,1,10,Introdução e Fundamentos da Arquitetura e Urbanismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,2,2,11,Estudos da Cidade,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,2,3,12,História das Artes e Estética,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,2,4,13,Expressão Gráica e Geometria Descritiva,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,2,5,14,Atividade Extensionista - Estudos das Cidades,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,3,1,15,Teoria e História do Paisagismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,3,2,16,Paisagismo e Composição Paisagística,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,3,3,17,Desenho de Observação,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,3,4,18,Informática Aplicada a Arquitetura,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,3,5,19,Atividade Extensionista - Aplicações de Paisagismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,4,1,20,Topografia,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,4,2,21,Teoria do Urbanismo,
arquitetura-e-urbanismo,Arquitetura e Urbanismo,Semipresencial,ARUB_SEMI,https://sumare.edu.br/graduacao/semi/arquitetura-e-urbanismo,html,4,3,22,Arquitetura Contemporânea,
